date,developement_stage,LAI,green_leaves_weight,dead_leaves_weight,stem_weight,    root_weight,storage_weight,plant_height,top_layer_soil_moisture,rootzone_soil_moisture,    rootzone_depth,growth_assimilation,maintenance_respiration,    growth_respiration,soil_latent_heat_flux,plant_latent_heat_flux,    total_latent_heat_flux,soil_sensible_heat_flux,plant_sensible_heat_flux,    total_sensible_heat_flux,soil_PET,plant_PET,total_PET,    soil_AET,plant_AET,total_AET
1990-01-01,0.0,0.012,0.5,0.0,    0.3,0.8,0.0,0.01,0.2,    0.2,0.03,0.034462586225867724,0.005926909067931077,0.028535677157936645,0.11105774230796436,0.0035522618853343303,    0.1146100041932987,1.0346262975558969,0.017296415136948236,1.0519227126928452,0.0453464967048867,0.0014504403612989345,0.04679693706618563,0.04513560959817006,    0.0011584504927846448,0.04629406009095471
1990-01-02,0.0008100000000000001,0.011139531606551031,0.5063423457523196,0.0,    0.30341510925124904,0.8097574550035688,0.0,0.01004401307503135,0.19231264568320255,    0.19779021033277927,0.039584265774958445,0.02630994484063332,0.005999886974422761,0.02031005786621056,0.3414320493812909,0.002613874771810188,    0.3440459241531011,0.6474121935822185,0.014002426348320522,0.6614146199305391,0.1394116878342222,0.0010672832101898124,0.140478971044412,0.13848347666929942,    0.0008275299508146702,0.1393110066201141
1990-01-03,0.0016200000000000001,0.01123884219895548,0.5108564635888855,0.0,    0.30584578808632296,0.8167022516752086,0.0,0.01008700263341353,0.18500673595194556,    0.19405778603675358,0.04888859972771496,0.022222570892186693,0.006178990241800592,0.0160435806503861,0.27744619638603113,0.0023670121257398633,    0.279813208511771,0.5864110328108854,0.012205537007833731,0.598616569818719,0.1132853303942976,0.0009664855896552122,0.11425181598395281,0.11227516515604466,    0.0007332644858686139,0.11300842964191328
1990-01-04,0.0027,0.011317290892168173,0.5144223132803716,0.0,    0.30776586099712316,0.8221881742774948,0.0,0.010143548638952143,0.17925222132571839,    0.19139065392669977,0.057992898772217444,0.02290863090875917,0.005804288757278178,0.017104342151480992,0.37183592709385804,0.002914920601895384,    0.3747508476957534,0.5261649103666859,0.012257711289267397,0.5384226216559533,0.1518260347483304,0.0011902046153821023,0.1530162393637125,0.1501446898229269,    0.0008828314618652623,0.15102752128479216
1990-01-05,0.00288,0.011400926417135238,0.5182239280516018,0.0,    0.3098128843354779,0.8280368123870797,0.0,0.01015277501874253,0.17509117541602334,    0.1886796220354886,0.06689387042487908,0.021895463432925647,0.006928005053624721,0.014967458379300927,0.2559636158044814,0.002358553817175053,    0.25832216962165644,0.6187554482065076,0.012445112146141482,0.631200560352649,0.10451367927561782,0.0009630319388471536,0.10547671121446497,0.10305218527536168,    0.0007032151883840189,0.1037554004637457
1990-01-06,0.005265000000000001,0.011474113168656526,0.5215505985752966,0.0,    0.31160416846362127,0.833154767038918,0.0,0.010275307235174221,0.17070770295936782,    0.18683353957723786,0.07565638589317192,0.07275095444872126,0.007815895112890589,0.06493505933583067,0.7697621881689429,0.0077746273856174174,    0.7775368155545604,1.154085723695184,0.024795405167960367,1.1788811288631444,0.3143051335633545,0.003174493806528059,0.31747962736988256,0.3105020429025041,    0.002250599880530871,0.312752642783035
1990-01-07,0.009135,0.01179162773473701,0.5359830788516823,0.0,    0.3193755039970597,0.8553585828487421,0.0,0.010474060877762956,0.17341492026903774,    0.1834341418919875,0.08416394653507098,0.021944235902664522,0.007915597464069845,0.014028638438594677,0.30198178407998116,0.0031301203932955902,    0.30511190447327674,0.5839303688590726,0.012187356002865168,0.5961177248619377,0.1233035688655147,0.00127807383034022,0.12458164269585492,0.12267688330743712,    0.0009017994972243103,0.12357868280466143
1990-01-08,0.012825,0.011860223915168503,0.5391010870531138,0.0,    0.32105443149013824,0.8601555185432521,0.0,0.01066798249295492,0.19047948071746074,    0.18289482354668085,0.09263105830107204,0.02212428316797547,0.00856134843392478,0.013562934734050689,0.33568848358177134,0.0029949280517499086,    0.3386834116335212,0.5582042011171802,0.01244640813104615,0.5706506092482263,0.13706650610992618,0.0012228728246018968,0.13828937893452808,0.13651223143775526,    0.0008609752504038319,0.13737320668815908
1990-01-09,0.01746,0.011926542932674717,0.5421155878488508,0.0,    0.3226776242263043,0.8647932120751552,0.0,0.010919659837636961,0.19523264223071085,    0.18264952274122148,0.10107977250666365,0.027075315282164523,0.009751770670560312,0.01732354461160421,0.4068400563538206,0.0036288489588952384,    0.41046890531271585,0.6708748458751973,0.014960937406852289,0.6858357832820495,0.16611873149470116,0.0014817119809689627,0.16760044347567013,0.1654407647910934,    0.001039373027101354,0.16648013781819476
1990-01-10,0.023715,0.012011250297333955,0.5459659226060889,0.0,    0.3247508814032786,0.8707168040093677,0.0,0.011274326895274335,0.19503914793078747,    0.1822348246299968,0.10949738435391342,0.022497655904460526,0.009193402931781221,0.013304252972679304,0.6163054488503312,0.0036431551102709416,    0.6199486039606021,0.2943268493542321,0.012060938257192613,0.3063877876114247,0.2516465077058482,0.0014875533913266392,0.2531340610971748,0.25049722404127756,    0.0010339579166836045,0.25153118195796115
